Name=Ipr-low (1)
X=Bias V, V
Y=Ipr-low, nA
-4; -49,99
-3,992; -49,99
-3,984; -49,99
-3,976; -49,99
-3,968; -49,99
-3,96; -49,99
-3,952; -49,99
-3,944; -49,99
-3,936; -49,99
-3,928; -49,99
-3,92; -49,99
-3,912; -49,99
-3,904; -49,99
-3,896; -49,99
-3,888; -49,99
-3,88; -49,99
-3,872; -49,99
-3,864; -49,99
-3,856; -49,99
-3,848; -49,99
-3,84; -49,99
-3,832; -49,99
-3,824; -49,99
-3,816; -49,99
-3,808; -49,99
-3,8; -49,99
-3,792; -49,99
-3,784; -49,99
-3,776; -49,99
-3,768; -49,99
-3,76; -49,99
-3,752; -49,99
-3,744; -49,99
-3,736; -49,99
-3,728; -49,99
-3,72; -49,99
-3,712; -49,99
-3,704; -49,99
-3,696; -49,99
-3,688; -49,99
-3,68; -49,99
-3,672; -49,99
-3,664; -49,99
-3,656; -49,99
-3,648; -49,99
-3,64; -49,99
-3,632; -49,99
-3,624; -49,99
-3,616; -49,99
-3,608; -49,99
-3,6; -49,99
-3,592; -49,99
-3,584; -49,99
-3,576; -49,99
-3,568; -49,99
-3,56; -49,99
-3,552; -49,99
-3,544; -49,99
-3,536; -49,99
-3,528; -49,99
-3,52; -49,99
-3,512; -49,99
-3,504; -49,99
-3,496; -49,99
-3,488; -49,99
-3,48; -49,99
-3,472; -49,99
-3,464; -49,99
-3,456; -49,99
-3,447; -49,99
-3,439; -49,99
-3,431; -49,99
-3,423; -49,99
-3,415; -49,99
-3,407; -49,99
-3,399; -49,99
-3,391; -49,99
-3,383; -49,99
-3,375; -49,99
-3,367; -49,99
-3,359; -49,99
-3,351; -49,99
-3,343; -49,99
-3,335; -49,99
-3,327; -49,99
-3,319; -49,99
-3,311; -49,99
-3,303; -49,99
-3,295; -49,99
-3,287; -49,99
-3,279; -49,99
-3,271; -49,99
-3,263; -49,99
-3,255; -49,99
-3,247; -49,99
-3,239; -49,99
-3,231; -49,99
-3,223; -49,99
-3,215; -49,99
-3,207; -49,99
-3,199; -49,99
-3,191; -49,99
-3,183; -49,99
-3,175; -49,99
-3,167; -49,99
-3,159; -49,99
-3,151; -49,99
-3,143; -49,99
-3,135; -49,99
-3,127; -49,99
-3,119; -49,99
-3,111; -49,99
-3,103; -49,99
-3,095; -49,99
-3,087; -49,99
-3,079; -49,99
-3,071; -49,99
-3,063; -49,99
-3,055; -49,99
-3,047; -49,99
-3,039; -49,99
-3,031; -49,99
-3,023; -49,99
-3,015; -49,99
-3,007; -49,99
-2,999; -49,99
-2,991; -49,99
-2,983; -49,99
-2,975; -49,99
-2,967; -49,99
-2,959; -49,99
-2,951; -49,99
-2,943; -49,99
-2,935; -49,99
-2,927; -49,99
-2,919; -49,99
-2,911; -49,99
-2,903; -49,99
-2,895; -49,99
-2,887; -49,99
-2,879; -49,99
-2,871; -49,99
-2,863; -49,99
-2,855; -49,99
-2,847; -49,99
-2,839; -49,99
-2,831; -49,99
-2,823; -49,99
-2,815; -49,99
-2,807; -49,99
-2,799; -49,99
-2,791; -49,99
-2,783; -49,99
-2,775; -49,99
-2,767; -49,99
-2,759; -49,99
-2,751; -49,99
-2,743; -49,99
-2,735; -49,99
-2,727; -49,99
-2,719; -49,99
-2,711; -49,99
-2,703; -49,99
-2,695; -49,99
-2,687; -49,99
-2,679; -49,99
-2,671; -49,99
-2,663; -49,99
-2,655; -49,99
-2,647; -49,99
-2,639; -49,99
-2,631; -49,99
-2,623; -49,99
-2,615; -49,99
-2,607; -49,99
-2,599; -49,99
-2,591; -49,99
-2,583; -49,99
-2,575; -49,99
-2,567; -49,99
-2,559; -49,99
-2,551; -49,99
-2,543; -49,99
-2,535; -49,99
-2,527; -49,99
-2,519; -49,99
-2,511; -49,99
-2,503; -49,99
-2,495; -49,99
-2,487; -49,99
-2,479; -49,99
-2,471; -49,99
-2,462; -49,99
-2,454; -49,99
-2,446; -49,99
-2,438; -49,99
-2,43; -49,99
-2,422; -49,99
-2,414; -49,99
-2,406; -49,99
-2,398; -49,99
-2,39; -49,99
-2,382; -49,99
-2,374; -49,99
-2,366; -49,99
-2,358; -49,99
-2,35; -49,99
-2,342; -49,99
-2,334; -49,99
-2,326; -49,99
-2,318; -49,99
-2,31; -49,99
-2,302; -49,99
-2,294; -49,99
-2,286; -49,99
-2,278; -49,99
-2,27; -49,99
-2,262; -49,99
-2,254; -49,99
-2,246; -49,99
-2,238; -49,99
-2,23; -49,99
-2,222; -49,99
-2,214; -49,99
-2,206; -49,99
-2,198; -49,99
-2,19; -49,99
-2,182; -49,99
-2,174; -49,99
-2,166; -49,99
-2,158; -49,99
-2,15; -49,99
-2,142; -49,99
-2,134; -49,99
-2,126; -49,99
-2,118; -49,99
-2,11; -49,99
-2,102; -49,99
-2,094; -49,99
-2,086; -49,99
-2,078; -49,99
-2,07; -49,99
-2,062; -49,99
-2,054; -49,99
-2,046; -49,99
-2,038; -49,99
-2,03; -49,99
-2,022; -49,99
-2,014; -47,09
-2,006; -47,84
-1,998; -49,87
-1,99; -47,91
-1,982; -48,12
-1,974; -47,32
-1,966; -47,37
-1,958; -44,06
-1,95; -44,24
-1,942; -46,02
-1,934; -40,56
-1,926; -32,71
-1,918; -37,96
-1,91; -35,91
-1,902; -37,13
-1,894; -36,46
-1,886; -39,77
-1,878; -34,95
-1,87; -36,73
-1,862; -33,23
-1,854; -39,44
-1,846; -36,78
-1,838; -35,59
-1,83; -32,24
-1,822; -31,87
-1,814; -37,19
-1,806; -37,98
-1,798; -34,03
-1,79; -29,09
-1,782; -35,81
-1,774; -32,81
-1,766; -30,23
-1,758; -27,6
-1,75; -29,8
-1,742; -33,18
-1,734; -31,82
-1,726; -30,31
-1,718; -24,94
-1,71; -26,15
-1,702; -25,01
-1,694; -25,49
-1,686; -26,81
-1,678; -28,05
-1,67; -25,61
-1,662; -27,9
-1,654; -29,9
-1,646; -28,13
-1,638; -25,04
-1,63; -24,41
-1,622; -26,01
-1,614; -22,58
-1,606; -26
-1,598; -23,66
-1,59; -21,18
-1,582; -22,63
-1,574; -23,3
-1,566; -20,82
-1,558; -22,03
-1,55; -20,44
-1,542; -19,3
-1,534; -18,83
-1,526; -20,37
-1,518; -21,23
-1,51; -20,2
-1,502; -20,85
-1,494; -21,01
-1,486; -23,18
-1,477; -22,35
-1,469; -20,99
-1,461; -21,7
-1,453; -21,51
-1,445; -21,09
-1,437; -21,86
-1,429; -20,3
-1,421; -22,15
-1,413; -18,23
-1,405; -19,24
-1,397; -16,52
-1,389; -18,84
-1,381; -19,21
-1,373; -19,84
-1,365; -17,31
-1,357; -19,09
-1,349; -17,77
-1,341; -17,49
-1,333; -15,75
-1,325; -15,23
-1,317; -15,84
-1,309; -16,65
-1,301; -17,06
-1,293; -16,16
-1,285; -15
-1,277; -15,07
-1,269; -15,12
-1,261; -14,83
-1,253; -13,61
-1,245; -14,36
-1,237; -13,35
-1,229; -13,61
-1,221; -13,55
-1,213; -13,5
-1,205; -12,44
-1,197; -13,31
-1,189; -12,57
-1,181; -12,66
-1,173; -11,94
-1,165; -12,2
-1,157; -12,12
-1,149; -11,79
-1,141; -10,42
-1,133; -10,99
-1,125; -11,13
-1,117; -10,18
-1,109; -9,837
-1,101; -10,04
-1,093; -9,489
-1,085; -9,664
-1,077; -9,56
-1,069; -9,49
-1,061; -8,623
-1,053; -8,765
-1,045; -9,249
-1,037; -8,077
-1,029; -7,619
-1,021; -7,532
-1,013; -7,267
-1,005; -7,432
-0,997; -6,998
-0,989; -6,875
-0,981; -6,928
-0,973; -6,62
-0,965; -6,612
-0,957; -6,869
