"u","i"
"-4,568","-49,99"
"-4,55","-49,99"
"-4,531","-49,99"
"-4,513","-49,99"
"-4,495","-49,99"
"-4,477","-49,99"
"-4,459","-49,99"
"-4,441","-49,99"
"-4,423","-49,99"
"-4,405","-49,99"
"-4,387","-49,99"
"-4,369","-49,99"
"-4,351","-49,99"
"-4,333","-49,99"
"-4,315","-49,99"
"-4,297","-49,99"
"-4,279","-49,99"
"-4,261","-49,99"
"-4,243","-49,99"
"-4,225","-49,99"
"-4,207","-49,99"
"-4,189","-49,99"
"-4,171","-49,99"
"-4,153","-49,99"
"-4,135","-49,99"
"-4,117","-49,99"
"-4,099","-49,99"
"-4,081","-49,99"
"-4,063","-49,99"
"-4,045","-49,99"
"-4,027","-49,99"
"-4,009","-49,99"
"-3,991","-49,99"
"-3,973","-49,99"
"-3,955","-49,99"
"-3,937","-49,99"
"-3,919","-49,99"
"-3,901","-49,99"
"-3,883","-49,99"
"-3,865","-49,99"
"-3,847","-49,99"
"-3,829","-49,99"
"-3,811","-49,99"
"-3,793","-49,99"
"-3,775","-49,99"
"-3,757","-49,99"
"-3,739","-49,99"
"-3,721","-49,99"
"-3,703","-49,99"
"-3,685","-49,99"
"-3,667","-49,99"
"-3,649","-49,99"
"-3,631","-49,99"
"-3,613","-49,99"
"-3,595","-49,99"
"-3,577","-49,99"
"-3,559","-49,99"
"-3,541","-49,99"
"-3,522","-49,99"
"-3,504","-49,99"
"-3,486","-49,99"
"-3,468","-49,99"
"-3,45","-49,99"
"-3,432","-49,99"
"-3,414","-49,99"
"-3,396","-49,99"
"-3,378","-49,99"
"-3,36","-49,99"
"-3,342","-49,99"
"-3,324","-49,99"
"-3,306","-49,99"
"-3,288","-49,99"
"-3,27","-49,99"
"-3,252","-49,99"
"-3,234","-49,99"
"-3,216","-49,99"
"-3,198","-49,99"
"-3,18","-49,99"
"-3,162","-49,99"
"-3,144","-49,99"
"-3,126","-49,99"
"-3,108","-49,99"
"-3,09","-49,99"
"-3,072","-49,99"
"-3,054","-49,99"
"-3,036","-49,99"
"-3,018","-49,99"
"-3","-49,99"
"-2,982","-49,99"
"-2,964","-49,99"
"-2,946","-49,99"
"-2,928","-49,99"
"-2,91","-49,99"
"-2,892","-49,99"
"-2,874","-49,99"
"-2,856","-49,99"
"-2,838","-49,99"
"-2,82","-49,99"
"-2,802","-49,99"
"-2,784","-49,99"
"-2,766","-49,99"
"-2,748","-49,99"
"-2,73","-49,99"
"-2,712","-49,99"
"-2,694","-49,99"
"-2,676","-49,99"
"-2,658","-49,99"
"-2,64","-49,99"
"-2,622","-49,99"
"-2,604","-49,99"
"-2,586","-49,99"
"-2,568","-49,99"
"-2,55","-49,99"
"-2,532","-49,99"
"-2,513","-49,99"
"-2,495","-49,99"
"-2,477","-49,99"
"-2,459","-49,99"
"-2,441","-49,99"
"-2,423","-49,99"
"-2,405","-49,99"
"-2,387","-49,99"
"-2,369","-49,99"
"-2,351","-49,99"
"-2,333","-49,99"
"-2,315","-49,99"
"-2,297","-49,99"
"-2,279","-49,99"
"-2,261","-49,99"
"-2,243","-49,99"
"-2,225","-49,99"
"-2,207","-49,99"
"-2,189","-49,99"
"-2,171","-49,99"
"-2,153","-49,99"
"-2,135","-49,99"
"-2,117","-49,99"
"-2,099","-45,04"
"-2,081","-47,25"
"-2,063","-49,99"
"-2,045","-49,99"
"-2,027","-49,99"
"-2,009","-49,99"
"-1,991","-49,99"
"-1,973","-49,69"
"-1,955","-44,48"
"-1,937","-44,55"
"-1,919","-44,9"
"-1,901","-40,5"
"-1,883","-30,76"
"-1,865","-36,03"
"-1,847","-38,6"
"-1,829","-30,16"
"-1,811","-29,66"
"-1,793","-27,79"
"-1,775","-27,87"
"-1,757","-32,62"
"-1,739","-32,13"
"-1,721","-24,74"
"-1,703","-25,79"
"-1,685","-24,41"
"-1,667","-26,1"
"-1,649","-26,37"
"-1,631","-26,1"
"-1,613","-22,22"
"-1,595","-20,94"
"-1,577","-27,05"
"-1,559","-23,5"
"-1,541","-22,61"
"-1,523","-22,75"
"-1,504","-22,21"
"-1,486","-21,08"
"-1,468","-20,24"
"-1,45","-20,32"
"-1,432","-18,6"
"-1,414","-18,91"
"-1,396","-19,18"
"-1,378","-18,29"
"-1,36","-16,43"
"-1,342","-15,97"
"-1,324","-16,59"
"-1,306","-16,2"
"-1,288","-15,33"
"-1,27","-16,5"
"-1,252","-13,89"
"-1,234","-13,47"
"-1,216","-13,09"
"-1,198","-12,94"
"-1,18","-12,38"
"-1,162","-11,96"
"-1,144","-12,47"
"-1,126","-11,56"
"-1,108","-9,069"
"-1,09","-8,863"
"-1,072","-7,761"
"-1,054","-8,138"
"-1,036","-7,917"
"-1,018","-7,256"
"-1","-7,206"
"-0,982","-7,342"
"-0,964","-6,324"
"-0,9459","-5,562"
"-0,9279","-5,797"
"-0,9099","-5,408"
"-0,8919","-4,824"
"-0,8739","-4,135"
"-0,8558","-4,116"
"-0,8378","-3,821"
"-0,8198","-3,397"
"-0,8018","-3,508"
"-0,7838","-3,594"
"-0,7658","-3,408"
"-0,7477","-2,623"
"-0,7297","-2,498"
"-0,7117","-2,588"
"-0,6937","-2,339"
"-0,6757","-2,21"
"-0,6577","-2,007"
"-0,6396","-2,159"
"-0,6216","-1,3"
"-0,6036","-1,1"
"-0,5856","-1,07"
"-0,5676","-0,9309"
"-0,5495","-0,8408"
"-0,5315","-0,824"
"-0,5135","-0,6394"
"-0,4955","-0,6119"
"-0,4775","-0,5127"
"-0,4595","-0,4761"
"-0,4414","-0,441"
"-0,4234","-0,4151"
"-0,4054","-0,4105"
"-0,3874","-0,3632"
"-0,3694","-0,3281"
"-0,3513","-0,3266"
"-0,3333","-0,3021"
"-0,3153","-0,2655"
"-0,2973","-0,2579"
"-0,2793","-0,2335"
"-0,2613","-0,2289"
"-0,2432","-0,2152"
"-0,2252","-0,2075"
"-0,2072","-0,1816"
"-0,1892","-0,1633"
"-0,1712","-0,1602"
"-0,1532","-0,1541"
"-0,1351","-0,1465"
"-0,1171","-0,1419"
"-0,0991","-0,1343"
"-0,08108","-0,1221"
"-0,06306","-0,1206"
"-0,04504","-0,1175"
"-0,02703","-0,1129"
"-0,009009","-0,1083"
"0,009009","-0,09919"
"0,02703","-0,09156"
"0,04504","-0,09003"
"0,06306","-0,08393"
"0,08108","-0,0763"
"0,0991","-0,07477"
"0,1171","-0,06104"
"0,1351","-0,05646"
"0,1532","-0,05494"
"0,1712","-0,04273"
"0,1892","-0,03815"
"0,2072","-0,02899"
"0,2252","-0,01526"
"0,2432","-0,02442"
"0,2613","-0,01831"
"0,2793","-0,00763"
"0,2973","0,004578"
"0,3153","0,01984"
"0,3333","0,02747"
"0,3513","0,0351"
"0,3694","0,03815"
"0,3874","0,04731"
"0,4054","0,05188"
"0,4234","0,07783"
"0,4414","0,08851"
"0,4595","0,1053"
"0,4775","0,116"
"0,4955","0,1282"
"0,5135","0,1419"
"0,5315","0,1557"
"0,5495","0,174"
"0,5676","0,1831"
"0,5856","0,1953"
"0,6036","0,2121"
"0,6216","0,2381"
"0,6396","0,2823"
"0,6577","0,2777"
"0,6757","0,2976"
"0,6937","0,3433"
"0,7117","0,3388"
"0,7297","0,3662"
"0,7477","0,38"
"0,7658","0,4303"
"0,7838","0,4471"
"0,8018","0,4609"
"0,8198","0,4944"
"0,8378","0,5158"
"0,8558","0,5707"
"0,8739","0,5845"
"0,8919","0,6241"
"0,9099","0,6623"
"0,9279","0,6623"
"0,9459","0,6699"
"0,964","0,7096"
"0,982","0,7599"
"1","0,7554"
"1,018","0,7889"
"1,036","0,8073"
"1,054","0,85"
"1,072","0,8912"
"1,09","0,9507"
"1,108","0,9797"
"1,126","1,004"
"1,144","1,068"
"1,162","1,094"
"1,18","1,134"
"1,198","1,187"
"1,216","1,228"
"1,234","1,25"
"1,252","1,337"
"1,27","1,364"
"1,288","1,447"
"1,306","1,448"
"1,324","1,549"
"1,342","1,575"
"1,36","1,642"
"1,378","1,709"
"1,396","1,83"
"1,414","1,868"
"1,432","1,924"
"1,45","1,956"
"1,468","2,002"
"1,486","2,005"
"1,504","2,101"
"1,523","2,114"
"1,541","2,181"
"1,559","2,208"
"1,577","2,268"
"1,595","2,365"
"1,613","2,417"
"1,631","2,46"
"1,649","2,535"
"1,667","2,622"
"1,685","2,672"
"1,703","2,696"
"1,721","2,79"
"1,739","2,851"
"1,757","2,927"
"1,775","3,057"
"1,793","3,136"
"1,811","3,354"
"1,829","3,418"
"1,847","3,485"
"1,865","3,586"
"1,883","3,63"
"1,901","3,739"
"1,919","3,842"
"1,937","3,911"
"1,955","4,07"
"1,973","4,151"
"1,991","4,129"
"2,009","4,392"
"2,027","4,445"
"2,045","4,479"
"2,063","4,509"
"2,081","4,668"
"2,099","4,728"
"2,117","5,011"
"2,135","5,103"
"2,153","5,181"
"2,171","5,301"
"2,189","5,324"
"2,207","5,41"
"2,225","5,457"
"2,243","5,607"
"2,261","5,549"
"2,279","5,758"
"2,297","5,89"
"2,315","5,976"
"2,333","6,002"
"2,351","6,179"
"2,369","6,101"
"2,387","6,339"
"2,405","6,365"
"2,423","6,641"
"2,441","6,865"
"2,459","7,056"
"2,477","7,047"
"2,495","7,398"
"2,513","7,47"
"2,532","7,523"
"2,55","7,674"
"2,568","7,599"
"2,586","7,809"
"2,604","7,955"
"2,622","8,033"
"2,64","8,338"
"2,658","8,411"
"2,676","8,553"
"2,694","8,735"
"2,712","8,912"
"2,73","8,796"
"2,748","9,101"
"2,766","9,254"
"2,784","9,426"
"2,802","9,579"
"2,82","9,66"
"2,838","10,03"
"2,856","10,2"
"2,874","9,872"
"2,892","10,28"
"2,91","10,42"
"2,928","10,42"
"2,946","10,66"
"2,964","10,93"
"2,982","11,28"
"3","11,61"
"3,018","11,85"
"3,036","11,85"
"3,054","11,91"
"3,072","12,2"
"3,09","12,43"
"3,108","12,51"
"3,126","12,61"
"3,144","12,71"
"3,162","12,88"
"3,18","13,01"
"3,198","13,26"
"3,216","13,36"
"3,234","13,43"
"3,252","13,86"
"3,27","14,09"
"3,288","14,35"
"3,306","14,16"
"3,324","14,1"
"3,342","14,45"
"3,36","14,52"
"3,378","15,03"
"3,396","15,18"
"3,414","15,66"
"3,432","15,88"
"3,45","15,97"
"3,468","15,78"
"3,486","15,8"
"3,504","16,01"
"3,522","16,47"
"3,541","16,98"
"3,559","16,4"
"3,577","16,85"
"3,595","17,01"
"3,613","17,27"
"3,631","17,21"
"3,649","17,46"
"3,667","17,78"
"3,685","17,95"
"3,703","18,14"
"3,721","18,76"
"3,739","18,56"
"3,757","18,73"
"3,775","19,13"
"3,793","19,17"
"3,811","18,92"
"3,829","19,47"
"3,847","19,85"
"3,865","19,96"
"3,883","20,83"
"3,901","20,62"
"3,919","20,86"
"3,937","21,16"
"3,955","21,66"
"3,973","22,09"
"3,991","22,54"
"4,009","22,56"
"4,027","22,35"
"4,045","23,13"
"4,063","23,52"
"4,081","23,55"
"4,099","23,87"
"4,117","24,11"
"4,135","24,58"
"4,153","25,19"
"4,171","25,59"
"4,189","25,26"
"4,207","25,93"
"4,225","26,1"
"4,243","26,87"
"4,261","27,25"
"4,279","27,25"
"4,297","27,26"
"4,315","28,51"
"4,333","28,51"
"4,351","28,5"
"4,369","28,66"
"4,387","28,64"
"4,405","29,12"
"4,423","29,05"
"4,441","29,6"
"4,459","29,25"
"4,477","30,57"
"4,495","30,38"
"4,513","30,23"
"4,531","30,43"
"4,55","30,78"
"4,568","31,08"
"4,586","31,7"
"4,604","31,54"
"4,622","32,03"
"4,64","32,01"
"4,658","32,85"
"4,676","32,25"
"4,694","32,83"
"4,712","33,02"
"4,73","32,86"
"4,748","32,96"
"4,766","33,43"
"4,784","34,01"
"4,802","35,73"
"4,82","34,55"
"4,838","35,14"
"4,856","35,59"
"4,874","35,77"
"4,892","35,97"
"4,91","36,97"
"4,928","37,2"
"4,946","37,57"
"4,964","37,78"
"4,982","38,23"
"5","38,66"
"5,018","38,88"
"5,036","39,2"
"5,054","40,71"
"5,072","40,72"
"5,09","40,92"
"5,108","41,84"
"5,126","43,26"
"5,144","42,65"
"5,162","44,06"
"5,18","44,37"
"5,198","44,71"
"5,216","45,41"
"5,234","45,49"
"5,252","47,3"
"5,27","48,15"
"5,288","47,56"
"5,306","48,76"
"5,324","48,05"
"5,342","48,72"
"5,36","49,03"
"5,378","50,02"
"5,396","50,02"
"5,414","50,02"
"5,432","50,02"
"5,45","50,02"
"5,468","50,02"
"5,486","50,02"
"5,504","50,02"
"5,522","50,02"
"5,54","50,02"
"5,558","50,02"
"5,577","50,02"
"5,595","50,02"
"5,613","50,02"
"5,631","50,02"
"5,649","50,02"
"5,667","50,02"
"5,685","50,02"
"5,703","50,02"
"5,721","50,02"
"5,739","50,02"
"5,757","50,02"
"5,775","50,02"
"5,793","50,02"
"5,811","50,02"
"5,829","50,02"
"5,847","50,02"
"5,865","50,02"
"5,883","50,02"
"5,901","50,02"
"5,919","50,02"
"5,937","50,02"
"5,955","50,02"
"5,973","50,02"
"5,991","50,02"
"6,009","50,02"
"6,027","50,02"
"6,045","50,02"
"6,063","50,02"
"6,081","50,02"
"6,099","50,02"
"6,117","50,02"
"6,135","50,02"
"6,153","50,02"
"6,171","50,02"
"6,189","50,02"
"6,207","50,02"
"6,225","50,02"
"6,243","50,02"
"6,261","50,02"
"6,279","50,02"
"6,297","50,02"
"6,315","50,02"
"6,333","50,02"
"6,351","50,02"
"6,369","50,02"
"6,387","50,02"
"6,405","50,02"
"6,423","50,02"
"6,441","50,02"
"6,459","50,02"
"6,477","50,02"
"6,495","50,02"
"6,513","50,02"
"6,531","50,02"
"6,549","50,02"
"6,567","50,02"
"6,586","50,02"
"6,604","50,02"
"6,622","50,02"
"6,64","50,02"
"6,658","50,02"
"6,676","50,02"
"6,694","50,02"
"6,712","50,02"
"6,73","50,02"
"6,748","50,02"
"6,766","50,02"
"6,784","50,02"
"6,802","50,02"
"6,82","50,02"
"6,838","50,02"
"6,856","50,02"
"6,874","50,02"
"6,892","50,02"
"6,91","50,02"
"6,928","50,02"
"6,946","50,02"
"6,964","50,02"
"6,982","50,02"
"7","50,02"
"7,018","50,02"
"7,036","50,02"
"7,054","50,02"
"7,072","50,02"
"7,09","50,02"
"7,108","50,02"
"7,126","50,02"
"7,144","50,02"
"7,162","50,02"
"7,18","50,02"
"7,198","50,02"
"7,216","50,02"
"7,234","50,02"
"7,252","50,02"
"7,27","50,02"
"7,288","50,02"
"7,306","50,02"
"7,324","50,02"
"7,342","50,02"
"7,36","50,02"
"7,378","50,02"
"7,396","50,02"
"7,414","50,02"
"7,432","50,02"
"7,45","50,02"
"7,468","50,02"
"7,486","50,02"
"7,504","50,02"
"7,522","50,02"
"7,54","50,02"
"7,558","50,02"
"7,576","50,02"
"7,595","50,02"
"7,613","50,02"
"7,631","50,02"
"7,649","50,02"
"7,667","50,02"
"7,685","50,02"
"7,703","50,02"
"7,721","50,02"
"7,739","50,02"
"7,757","50,02"
"7,775","50,02"
"7,793","50,02"
"7,811","50,02"
"7,829","50,02"
"7,847","50,02"
"7,865","50,02"
"7,883","50,02"
"7,901","50,02"
"7,919","50,02"
"7,937","50,02"
"7,955","50,02"
"7,973","50,02"
"7,991","50,02"
"8,009","50,02"
"8,027","50,02"
"8,045","50,02"
"8,063","50,02"
"8,081","50,02"
"8,099","50,02"
"8,117","50,02"
"8,135","50,02"
"8,153","50,02"
"8,171","50,02"
"8,189","50,02"
"8,207","50,02"
"8,225","50,02"
"8,243","50,02"
"8,261","50,02"
"8,279","50,02"
"8,297","50,02"
"8,315","50,02"
"8,333","50,02"
"8,351","50,02"
"8,369","50,02"
"8,387","50,02"
"8,405","50,02"
"8,423","50,02"
"8,441","50,02"
"8,459","50,02"
"8,477","50,02"
"8,495","50,02"
"8,513","50,02"
"8,531","50,02"
"8,549","50,02"
"8,567","50,02"
"8,585","50,02"
"8,604","50,02"
"8,622","50,02"
"8,64","50,02"
"8,658","50,02"
"8,676","50,02"
"8,694","50,02"
"8,712","50,02"
"8,73","50,02"
"8,748","50,02"
"8,766","50,02"
"8,784","50,02"
"8,802","50,02"
"8,82","50,02"
"8,838","50,02"
"8,856","50,02"
"8,874","50,02"
"8,892","50,02"
"8,91","50,02"
"8,928","50,02"
"8,946","50,02"
"8,964","50,02"
"8,982","50,02"
"9","50,02"
