"u","i"
"-4,049","-24,5"
"-4,039","-24,14"
"-4,029","-25,53"
"-4,019","-24,84"
"-4,009","-20,75"
"-3,999","-22,27"
"-3,989","-22,46"
"-3,979","-22,16"
"-3,969","-22,18"
"-3,959","-18,96"
"-3,949","-16,46"
"-3,939","-15,61"
"-3,929","-15,69"
"-3,919","-19,45"
"-3,909","-18,46"
"-3,899","-16,93"
"-3,889","-14,39"
"-3,879","-13,76"
"-3,869","-14,03"
"-3,859","-19,74"
"-3,849","-26,52"
"-3,839","-30,93"
"-3,829","-27,23"
"-3,819","-26,81"
"-3,809","-27,52"
"-3,799","-28,54"
"-3,789","-38,44"
"-3,779","-49,99"
"-3,769","-41,71"
"-3,759","-26,52"
"-3,749","-23,34"
"-3,739","-26,33"
"-3,729","-32,53"
"-3,719","-12,67"
"-3,709","-11,07"
"-3,699","-10,65"
"-3,689","-12,36"
"-3,679","-15,67"
"-3,669","-31,25"
"-3,659","-30,09"
"-3,649","-36,9"
"-3,639","-29,51"
"-3,629","-28,75"
"-3,619","-35,97"
"-3,609","-38,65"
"-3,599","-47,97"
"-3,589","-39,17"
"-3,579","-25,33"
"-3,569","-26,49"
"-3,559","-27,37"
"-3,549","-23,21"
"-3,539","-27,76"
"-3,529","-30,81"
"-3,519","-31,85"
"-3,509","-34,15"
"-3,499","-26,28"
"-3,489","-26,25"
"-3,479","-23,28"
"-3,469","-22,88"
"-3,459","-22,1"
"-3,449","-22,33"
"-3,439","-19,72"
"-3,429","-31,6"
"-3,419","-18,98"
"-3,409","-8,158"
"-3,399","-8,729"
"-3,388","-8,839"
"-3,378","-12,53"
"-3,368","-25,22"
"-3,358","-35,93"
"-3,348","-26,77"
"-3,338","-17,5"
"-3,328","-13,68"
"-3,318","-14,81"
"-3,308","-18,21"
"-3,298","-26,51"
"-3,288","-23,7"
"-3,278","-24,75"
"-3,268","-25,37"
"-3,258","-19,63"
"-3,248","-23,34"
"-3,238","-33,42"
"-3,228","-35,06"
"-3,218","-36,29"
"-3,208","-31"
"-3,198","-30,31"
"-3,188","-30,95"
"-3,178","-27,69"
"-3,168","-40,42"
"-3,158","-38,1"
"-3,148","-33,61"
"-3,138","-35,04"
"-3,128","-36,36"
"-3,118","-25,61"
"-3,108","-18,85"
"-3,098","-18,1"
"-3,088","-14,08"
"-3,078","-18,62"
"-3,068","-17,36"
"-3,058","-11,04"
"-3,048","-11,71"
"-3,038","-12,39"
"-3,028","-10,81"
"-3,018","-10,43"
"-3,008","-9,881"
"-2,998","-10,52"
"-2,988","-10,43"
"-2,978","-11,62"
"-2,968","-12,28"
"-2,958","-13,52"
"-2,948","-14,2"
"-2,938","-15,5"
"-2,928","-15,42"
"-2,918","-14,57"
"-2,908","-13,96"
"-2,898","-15,43"
"-2,888","-16,72"
"-2,878","-15,62"
"-2,868","-12,05"
"-2,858","-11,5"
"-2,848","-11,74"
"-2,838","-11,39"
"-2,828","-11,66"
"-2,818","-12,52"
"-2,808","-13,24"
"-2,798","-10,96"
"-2,788","-13,2"
"-2,778","-11,57"
"-2,768","-11,21"
"-2,758","-11,26"
"-2,748","-8,999"
"-2,738","-9,56"
"-2,728","-11,58"
"-2,718","-9,986"
"-2,708","-9,48"
"-2,698","-9,913"
"-2,688","-10,27"
"-2,678","-9,486"
"-2,668","-9,594"
"-2,658","-8,613"
"-2,648","-6,403"
"-2,638","-6,566"
"-2,628","-6,682"
"-2,618","-6,606"
"-2,608","-7,123"
"-2,598","-7,381"
"-2,588","-7,171"
"-2,578","-5,678"
"-2,568","-5,133"
"-2,558","-4,721"
"-2,548","-4,364"
"-2,538","-4,196"
"-2,528","-4,14"
"-2,518","-4,248"
"-2,508","-4,502"
"-2,498","-4,532"
"-2,488","-4,763"
"-2,478","-5,593"
"-2,468","-6,46"
"-2,458","-8,353"
"-2,448","-9,48"
"-2,438","-6,92"
"-2,428","-5,478"
"-2,417","-5,333"
"-2,407","-5,106"
"-2,397","-3,794"
"-2,387","-3,702"
"-2,377","-3,931"
"-2,367","-4,033"
"-2,357","-4,198"
"-2,347","-4,009"
"-2,337","-3,656"
"-2,327","-3,064"
"-2,317","-2,521"
"-2,307","-2,709"
"-2,297","-3,028"
"-2,287","-2,974"
"-2,277","-2,512"
"-2,267","-2,425"
"-2,257","-2,516"
"-2,247","-3,003"
"-2,237","-2,747"
"-2,227","-2,751"
"-2,217","-3,203"
"-2,207","-3,116"
"-2,197","-2,637"
"-2,187","-2,558"
"-2,177","-2,165"
"-2,167","-1,926"
"-2,157","-1,825"
"-2,147","-1,73"
"-2,137","-1,689"
"-2,127","-1,764"
"-2,117","-1,622"
"-2,107","-1,636"
"-2,097","-1,616"
"-2,087","-1,595"
"-2,077","-1,546"
"-2,067","-1,624"
"-2,057","-1,648"
"-2,047","-1,63"
"-2,037","-1,726"
"-2,027","-1,779"
"-2,017","-1,627"
"-2,007","-1,553"
"-1,997","-1,618"
"-1,987","-1,289"
"-1,977","-1,131"
"-1,967","-1,21"
"-1,957","-1,26"
"-1,947","-1,441"
"-1,937","-1,415"
"-1,927","-1,312"
"-1,917","-1,297"
"-1,907","-1,27"
"-1,897","-1,169"
"-1,887","-1,137"
"-1,877","-1,172"
"-1,867","-1,184"
"-1,857","-1,164"
"-1,847","-1,18"
"-1,837","-1,163"
"-1,827","-1,126"
"-1,817","-1,151"
"-1,807","-1,18"
"-1,797","-1,154"
"-1,787","-1,111"
"-1,777","-1,103"
"-1,767","-1,102"
"-1,757","-1,117"
"-1,747","-1,088"
"-1,737","-1,126"
"-1,727","-1,067"
"-1,717","-1,009"
"-1,707","-0,966"
"-1,697","-0,9049"
"-1,687","-0,8973"
"-1,677","-0,9003"
"-1,667","-0,9171"
"-1,657","-0,8454"
"-1,647","-0,792"
"-1,637","-0,792"
"-1,627","-0,7828"
"-1,617","-0,7722"
"-1,607","-0,7508"
"-1,597","-0,7432"
"-1,587","-0,7142"
"-1,577","-0,6775"
"-1,567","-0,6745"
"-1,557","-0,6836"
"-1,547","-0,673"
"-1,537","-0,6592"
"-1,527","-0,6653"
"-1,517","-0,6379"
"-1,507","-0,6501"
"-1,497","-0,6455"
"-1,487","-0,6302"
"-1,477","-0,615"
"-1,467","-0,615"
"-1,457","-0,6104"
"-1,446","-0,6318"
"-1,436","-0,7035"
"-1,426","-0,937"
"-1,416","-0,9446"
"-1,406","-0,821"
"-1,396","-0,9171"
"-1,386","-0,8271"
"-1,376","-0,56"
"-1,366","-0,5661"
"-1,356","-0,5326"
"-1,346","-0,5249"
"-1,336","-0,5402"
"-1,326","-0,5463"
"-1,316","-0,5265"
"-1,306","-0,5097"
"-1,296","-0,5143"
"-1,286","-0,5051"
"-1,276","-0,5082"
"-1,266","-0,5143"
"-1,256","-0,4731"
"-1,246","-0,4731"
"-1,236","-0,4639"
"-1,226","-0,4654"
"-1,216","-0,467"
"-1,206","-0,4532"
"-1,196","-0,4456"
"-1,186","-0,4502"
"-1,176","-0,4456"
"-1,166","-0,4395"
"-1,156","-0,4425"
"-1,146","-0,4395"
"-1,136","-0,4288"
"-1,126","-0,4258"
"-1,116","-0,4242"
"-1,106","-0,4212"
"-1,096","-0,4151"
"-1,086","-0,4105"
"-1,076","-0,4135"
"-1,066","-0,4166"
"-1,056","-0,4151"
"-1,046","-0,4029"
"-1,036","-0,4013"
"-1,026","-0,3952"
"-1,016","-0,3937"
"-1,006","-0,3891"
"-0,996","-0,3968"
"-0,986","-0,3891"
"-0,976","-0,3907"
"-0,966","-0,3861"
"-0,956","-0,3784"
"-0,946","-0,3739"
"-0,936","-0,3693"
"-0,926","-0,3723"
"-0,9159","-0,3723"
"-0,9059","-0,3693"
"-0,8959","-0,3647"
"-0,8859","-0,3632"
"-0,8759","-0,3617"
"-0,8659","-0,3556"
"-0,8559","-0,351"
"-0,8459","-0,3479"
"-0,8359","-0,3495"
"-0,8259","-0,354"
"-0,8158","-0,3449"
"-0,8058","-0,3418"
"-0,7958","-0,3418"
"-0,7858","-0,3449"
"-0,7758","-0,3449"
"-0,7658","-0,3433"
"-0,7558","-0,3388"
"-0,7458","-0,3342"
"-0,7358","-0,3342"
"-0,7257","-0,3311"
"-0,7157","-0,3311"
"-0,7057","-0,3281"
"-0,6957","-0,3235"
"-0,6857","-0,3205"
"-0,6757","-0,3174"
"-0,6657","-0,322"
"-0,6557","-0,3189"
"-0,6457","-0,3174"
"-0,6357","-0,3098"
"-0,6256","-0,3113"
"-0,6156","-0,3144"
"-0,6056","-0,3128"
"-0,5956","-0,3083"
"-0,5856","-0,3113"
"-0,5756","-0,3067"
"-0,5656","-0,3052"
"-0,5556","-0,3021"
"-0,5456","-0,3006"
"-0,5356","-0,2991"
"-0,5255","-0,296"
"-0,5155","-0,2945"
"-0,5055","-0,2976"
"-0,4955","-0,2945"
"-0,4855","-0,2945"
"-0,4755","-0,293"
"-0,4655","-0,2899"
"-0,4555","-0,2838"
"-0,4455","-0,2808"
"-0,4354","-0,2823"
"-0,4254","-0,2838"
"-0,4154","-0,2777"
"-0,4054","-0,2762"
"-0,3954","-0,2686"
"-0,3854","-0,2808"
"-0,3754","-0,2793"
"-0,3654","-0,2701"
"-0,3554","-0,2716"
"-0,3454","-0,2686"
"-0,3353","-0,267"
"-0,3253","-0,2686"
"-0,3153","-0,2625"
"-0,3053","-0,2625"
"-0,2953","-0,2686"
"-0,2853","-0,2609"
"-0,2753","-0,264"
"-0,2653","-0,2564"
"-0,2553","-0,2594"
"-0,2453","-0,2533"
"-0,2352","-0,2594"
"-0,2252","-0,2533"
"-0,2152","-0,2548"
"-0,2052","-0,2564"
"-0,1952","-0,2548"
"-0,1852","-0,2594"
"-0,1752","-0,2518"
"-0,1652","-0,2518"
"-0,1552","-0,2503"
"-0,1451","-0,2548"
"-0,1351","-0,2564"
"-0,1251","-0,2518"
"-0,1151","-0,2518"
"-0,1051","-0,2503"
"-0,0951","-0,2472"
"-0,08509","-0,2442"
"-0,07508","-0,2457"
"-0,06507","-0,2426"
"-0,05506","-0,2442"
"-0,04505","-0,2457"
"-0,03504","-0,2396"
"-0,02503","-0,2457"
"-0,01502","-0,2457"
"-0,005005","-0,2411"
"0,005005","-0,2442"
"0,01502","-0,2335"
"0,02503","-0,2365"
"0,03504","-0,2335"
"0,04505","-0,2335"
"0,05506","-0,2289"
"0,06507","-0,2304"
"0,07508","-0,2335"
"0,08509","-0,2274"
"0,0951","-0,2304"
"0,1051","-0,2258"
"0,1151","-0,2243"
"0,1251","-0,2289"
"0,1351","-0,2258"
"0,1451","-0,2213"
"0,1552","-0,2243"
"0,1652","-0,2243"
"0,1752","-0,2228"
"0,1852","-0,2182"
"0,1952","-0,2182"
"0,2052","-0,2167"
"0,2152","-0,2213"
"0,2252","-0,2182"
"0,2352","-0,2213"
"0,2453","-0,2182"
"0,2553","-0,2152"
"0,2653","-0,2228"
"0,2753","-0,2136"
"0,2853","-0,2106"
"0,2953","-0,2121"
"0,3053","-0,2106"
"0,3153","-0,2152"
"0,3253","-0,203"
"0,3353","-0,2075"
"0,3454","-0,2091"
"0,3554","-0,2106"
"0,3654","-0,206"
"0,3754","-0,2091"
"0,3854","-0,2075"
"0,3954","-0,2106"
"0,4054","-0,2045"
"0,4154","-0,2014"
"0,4254","-0,2045"
"0,4354","-0,2014"
"0,4455","-0,2014"
"0,4555","-0,2014"
"0,4655","-0,1999"
"0,4755","-0,1969"
"0,4855","-0,2014"
"0,4955","-0,1969"
"0,5055","-0,1953"
"0,5155","-0,1953"
"0,5255","-0,1984"
"0,5356","-0,1969"
"0,5456","-0,1923"
"0,5556","-0,1923"
"0,5656","-0,1862"
"0,5756","-0,1923"
"0,5856","-0,1892"
"0,5956","-0,1923"
"0,6056","-0,1907"
"0,6156","-0,1892"
"0,6256","-0,1877"
"0,6357","-0,1923"
"0,6457","-0,1877"
"0,6557","-0,1892"
"0,6657","-0,1892"
"0,6757","-0,1892"
"0,6857","-0,1892"
"0,6957","-0,1846"
"0,7057","-0,1892"
"0,7157","-0,1846"
"0,7257","-0,1816"
"0,7358","-0,1816"
"0,7458","-0,1785"
"0,7558","-0,1801"
"0,7658","-0,1724"
"0,7758","-0,1724"
"0,7858","-0,1663"
"0,7958","-0,174"
"0,8058","-0,1755"
"0,8158","-0,1694"
"0,8259","-0,1724"
"0,8359","-0,1724"
"0,8459","-0,1724"
"0,8559","-0,1724"
"0,8659","-0,1648"
"0,8759","-0,1663"
"0,8859","-0,1679"
"0,8959","-0,174"
"0,9059","-0,1633"
"0,9159","-0,1648"
"0,926","-0,1663"
"0,936","-0,174"
"0,946","-0,1648"
"0,956","-0,1633"
"0,966","-0,1602"
"0,976","-0,1633"
"0,986","-0,1633"
"0,996","-0,1618"
"1,006","-0,1648"
"1,016","-0,1618"
"1,026","-0,1633"
"1,036","-0,1602"
"1,046","-0,1541"
"1,056","-0,1587"
"1,066","-0,1572"
"1,076","-0,1587"
"1,086","-0,1587"
"1,096","-0,1526"
"1,106","-0,148"
"1,116","-0,1557"
"1,126","-0,1495"
"1,136","-0,1465"
"1,146","-0,148"
"1,156","-0,1373"
"1,166","-0,1465"
"1,176","-0,1434"
"1,186","-0,1434"
"1,196","-0,148"
"1,206","-0,1389"
"1,216","-0,1465"
"1,226","-0,145"
"1,236","-0,1358"
"1,246","-0,1404"
"1,256","-0,1343"
"1,266","-0,1297"
"1,276","-0,1282"
"1,286","-0,1343"
"1,296","-0,1312"
"1,306","-0,1312"
"1,316","-0,1267"
"1,326","-0,1267"
"1,336","-0,1221"
"1,346","-0,1251"
"1,356","-0,1206"
"1,366","-0,1114"
"1,376","-0,1144"
"1,386","-0,119"
"1,396","-0,116"
"1,406","-0,1099"
"1,416","-0,1053"
"1,426","-0,1007"
"1,436","-0,09766"
"1,446","-0,09919"
"1,457","-0,09919"
"1,467","-0,09614"
"1,477","-0,0824"
"1,487","-0,07783"
"1,497","-0,0763"
"1,507","-0,07325"
"1,517","-0,0763"
"1,527","-0,0763"
"1,537","-0,0763"
"1,547","-0,08088"
"1,557","-0,07935"
"1,567","-0,08088"
"1,577","-0,07783"
"1,587","-0,08546"
"1,597","-0,0763"
"1,607","-0,07172"
"1,617","-0,07325"
"1,627","-0,06867"
"1,637","-0,06714"
"1,647","-0,06714"
"1,657","-0,07172"
"1,667","-0,0763"
"1,677","-0,06867"
"1,687","-0,06409"
"1,697","-0,06257"
"1,707","-0,06714"
"1,717","-0,05951"
"1,727","-0,07172"
"1,737","-0,06257"
"1,747","-0,06257"
"1,757","-0,06257"
"1,767","-0,06104"
"1,777","-0,06409"
"1,787","-0,06257"
"1,797","-0,05188"
"1,807","-0,04883"
"1,817","-0,03968"
"1,827","-0,0412"
"1,837","-0,0412"
"1,847","-0,03662"
"1,857","-0,03662"
"1,867","-0,01984"
"1,877","-0,0351"
"1,887","-0,0351"
"1,897","-0,02594"
"1,907","-0,01831"
"1,917","-0,02594"
"1,927","-0,03052"
"1,937","-0,02289"
"1,947","-0,01679"
"1,957","-0,01831"
"1,967","-0,01068"
"1,977","-0,01984"
"1,987","-0,00763"
"1,997","-0,004578"
"2,007","-0,006104"
"2,017","-0,006104"
"2,027","-0,004578"
"2,037","0"
"2,047","0,004578"
"2,057","0,001526"
"2,067","0,006104"
"2,077","0,01679"
"2,087","0,01984"
"2,097","0,01526"
"2,107","0,02136"
"2,117","0,03052"
"2,127","0,04578"
"2,137","0,05494"
"2,147","0,1083"
"2,157","0,09614"
"2,167","0,08393"
"2,177","0,05036"
"2,187","0,06104"
"2,197","0,06714"
"2,207","0,07172"
"2,217","0,07783"
"2,227","0,06562"
"2,237","0,07325"
"2,247","0,08546"
"2,257","0,1251"
"2,267","0,1434"
"2,277","0,1984"
"2,287","0,1648"
"2,297","0,119"
"2,307","0,119"
"2,317","0,145"
"2,327","0,1984"
"2,337","0,1328"
"2,347","0,2152"
"2,357","0,2762"
"2,367","0,2777"
"2,377","0,2472"
"2,387","0,2304"
"2,397","0,2075"
"2,407","0,2136"
"2,417","0,1938"
"2,428","0,2014"
"2,438","0,1984"
"2,448","0,2106"
"2,458","0,2304"
"2,468","0,2365"
"2,478","0,206"
"2,488","0,1923"
"2,498","0,1938"
"2,508","0,2197"
"2,518","0,2548"
"2,528","0,2518"
"2,538","0,2609"
"2,548","0,2609"
"2,558","0,4074"
"2,568","0,4334"
"2,578","0,3205"
"2,588","0,4151"
"2,598","0,6226"
"2,608","0,6257"
"2,618","0,5234"
"2,628","0,4929"
"2,638","0,4776"
"2,648","0,4563"
"2,658","0,5372"
"2,668","0,5387"
"2,678","0,7325"
"2,688","0,5066"
"2,698","0,5234"
"2,708","0,5722"
"2,718","0,6959"
"2,728","0,8912"
"2,738","0,9064"
"2,748","1,172"
"2,758","0,9492"
"2,768","0,9476"
"2,778","0,9721"
"2,788","0,8881"
"2,798","1,025"
"2,808","1,372"
"2,818","1,091"
"2,828","1,152"
"2,838","1,157"
"2,848","1,248"
"2,858","1,761"
"2,868","1,456"
"2,878","1,158"
"2,888","1,227"
"2,898","1,262"
"2,908","1,373"
"2,918","1,517"
"2,928","1,732"
"2,938","2,118"
"2,948","3,47"
"2,958","4,941"
"2,968","6,835"
"2,978","10,31"
"2,988","21,1"
"2,998","28,71"
"3,008","28"
"3,018","25,2"
"3,028","26,47"
"3,038","33,67"
"3,048","33,72"
"3,058","28,95"
"3,068","24,48"
"3,078","24,75"
"3,088","20,56"
"3,098","19,91"
"3,108","25,97"
"3,118","27,51"
"3,128","32,83"
"3,138","32,05"
"3,148","30,39"
"3,158","28,05"
"3,168","28,64"
"3,178","29,54"
"3,188","23,18"
"3,198","23,74"
"3,208","27,6"
"3,218","27,78"
"3,228","28,33"
"3,238","27,34"
"3,248","27,09"
"3,258","24,12"
"3,268","29,89"
"3,278","29,59"
"3,288","28,31"
"3,298","29,07"
"3,308","30,76"
"3,318","39,2"
"3,328","39,24"
"3,338","39,76"
"3,348","41,78"
"3,358","42,91"
"3,368","39,38"
"3,378","47,79"
"3,388","50,02"
"3,399","41,15"
"3,409","41,84"
"3,419","44,15"
"3,429","45,4"
"3,439","46,81"
"3,449","44,55"
"3,459","44,94"
"3,469","46,18"
"3,479","46,2"
"3,489","47,81"
"3,499","43,02"
"3,509","43,71"
"3,519","45,95"
"3,529","36,23"
"3,539","37,36"
"3,549","41,24"
"3,559","42,36"
"3,569","40,98"
"3,579","38,69"
"3,589","37,89"
"3,599","50,02"
"3,609","50,02"
"3,619","50,02"
"3,629","38,83"
"3,639","37,66"
"3,649","41,13"
"3,659","43,5"
"3,669","44,55"
"3,679","46,21"
"3,689","42,82"
"3,699","34,57"
"3,709","44,57"
"3,719","34,04"
"3,729","26,25"
"3,739","27,83"
"3,749","26,55"
"3,759","20,73"
"3,769","24,86"
"3,779","23,45"
"3,789","16,71"
"3,799","10,77"
"3,809","9,818"
"3,819","8,982"
"3,829","9,718"
"3,839","9,708"
"3,849","12,29"
"3,859","13,27"
"3,869","12,78"
"3,879","11,16"
"3,889","9,946"
"3,899","10,17"
"3,909","8,655"
"3,919","8,923"
"3,929","11,32"
"3,939","15,57"
"3,949","17,66"
"3,959","14,79"
"3,969","16,77"
"3,979","12,1"
"3,989","14,6"
"3,999","11,77"
"4,009","11,69"
"4,019","13,16"
"4,029","12,33"
"4,039","12,77"
"4,049","15,47"
"4,059","15,2"
"4,069","17,38"
"4,079","16,47"
"4,089","15,71"
"4,099","19,84"
"4,109","22,9"
"4,119","25,51"
"4,129","32,34"
"4,139","28,39"
"4,149","27,36"
"4,159","26,63"
"4,169","28,67"
"4,179","34,97"
"4,189","40,81"
"4,199","38,55"
"4,209","33,97"
"4,219","34,93"
"4,229","37,09"
"4,239","50,02"
"4,249","50,02"
"4,259","47,23"
"4,269","22,85"
"4,279","27,01"
"4,289","46,12"
"4,299","50,02"
"4,309","50,02"
"4,319","49,66"
"4,329","47,42"
"4,339","50,02"
"4,349","50,02"
"4,359","50,02"
"4,37","50,02"
"4,38","50,02"
"4,39","50,02"
"4,4","50,02"
"4,41","50,02"
"4,42","50,02"
"4,43","50,02"
"4,44","50,02"
"4,45","50,02"
"4,46","50,02"
"4,47","50,02"
"4,48","50,02"
"4,49","50,02"
"4,5","50,02"
"4,51","50,02"
"4,52","50,02"
"4,53","50,02"
"4,54","50,02"
"4,55","50,02"
"4,56","50,02"
"4,57","50,02"
"4,58","50,02"
"4,59","50,02"
"4,6","50,02"
"4,61","50,02"
"4,62","50,02"
"4,63","50,02"
"4,64","50,02"
"4,65","50,02"
"4,66","50,02"
"4,67","50,02"
"4,68","50,02"
"4,69","50,02"
"4,7","50,02"
"4,71","50,02"
"4,72","50,02"
"4,73","50,02"
"4,74","50,02"
"4,75","50,02"
"4,76","50,02"
"4,77","50,02"
"4,78","50,02"
"4,79","50,02"
"4,8","50,02"
"4,81","50,02"
"4,82","50,02"
"4,83","50,02"
"4,84","50,02"
"4,85","50,02"
"4,86","50,02"
"4,87","50,02"
"4,88","50,02"
"4,89","50,02"
"4,9","50,02"
"4,91","50,02"
"4,92","50,02"
"4,93","50,02"
"4,94","50,02"
"4,95","50,02"
"4,96","50,02"
"4,97","50,02"
"4,98","50,02"
"4,99","50,02"
"5","50,02"
